Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,instructions
268,1692376278580,18/08/2023 16:31:18,1692376278524,1,18/08/2023 17:31:18,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,128604,,,j,256,0,1,0,,,,,1,main task,P01.flac,
269,1692376279070,18/08/2023 16:31:19,1692376279011,1,18/08/2023 17:31:19,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,129090.90000000224,,,j,257,0,1,0,,,,,1,main task,P01.flac,
270,1692376279580,18/08/2023 16:31:19,1692376279491,1,18/08/2023 17:31:19,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,129570.90000000224,,,j,258,0,1,0,,,,,1,main task,P01.flac,
271,1692376280064,18/08/2023 16:31:20,1692376279980,1,18/08/2023 17:31:19,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,130060.30000000075,,,j,259,0,1,0,,,,,1,main task,P01.flac,
272,1692376280613,18/08/2023 16:31:20,1692376280491,1,18/08/2023 17:31:20,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,130571.80000000075,,,j,260,0,1,0,,,,,1,main task,P01.flac,
273,1692376281103,18/08/2023 16:31:21,1692376280954,1,18/08/2023 17:31:20,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,131034.60000000149,,,j,261,0,1,0,,,,,1,main task,P01.flac,
274,1692376281636,18/08/2023 16:31:21,1692376281478,1,18/08/2023 17:31:21,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,131558.1000000015,,,j,262,0,1,0,,,,,1,main task,P01.flac,
275,1692376282025,18/08/2023 16:31:22,1692376281964,1,18/08/2023 17:31:21,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,132044.20000000298,,,j,263,0,1,0,,,,,1,main task,P01.flac,
276,1692376282508,18/08/2023 16:31:22,1692376282459,1,18/08/2023 17:31:22,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,132539.40000000224,,,j,264,0,1,0,,,,,1,main task,P01.flac,
277,1692376283113,18/08/2023 16:31:23,1692376282960,1,18/08/2023 17:31:22,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,133040.20000000298,,,j,265,0,1,0,,,,,1,main task,P01.flac,
278,1692376283519,18/08/2023 16:31:23,1692376283460,1,18/08/2023 17:31:23,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,133540.70000000298,,,j,266,0,1,0,,,,,1,main task,P01.flac,
279,1692376284160,18/08/2023 16:31:24,1692376283983,1,18/08/2023 17:31:23,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,134063.20000000298,,,j,267,0,1,0,,,,,1,main task,P01.flac,
280,1692376284526,18/08/2023 16:31:24,1692376284462,1,18/08/2023 17:31:24,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,134541.90000000224,,,j,268,0,1,0,,,,,1,main task,P01.flac,
281,1692376285021,18/08/2023 16:31:25,1692376284963,1,18/08/2023 17:31:24,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,135043.70000000298,,,j,269,0,1,0,,,,,1,main task,P01.flac,
282,1692376285564,18/08/2023 16:31:25,1692376285469,1,18/08/2023 17:31:25,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,135549.1000000015,,,j,270,0,1,0,,,,,1,main task,P01.flac,
283,1692376286030,18/08/2023 16:31:26,1692376285963,1,18/08/2023 17:31:25,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,136042.90000000224,,,j,271,0,1,0,,,,,1,main task,P01.flac,
284,1692376286553,18/08/2023 16:31:26,1692376286462,1,18/08/2023 17:31:26,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,136542.70000000298,,,j,272,0,1,0,,,,,1,main task,P01.flac,
285,1692376287113,18/08/2023 16:31:27,1692376286992,1,18/08/2023 17:31:26,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,137072.70000000298,,,j,273,0,1,0,,,,,1,main task,P01.flac,
286,1692376287586,18/08/2023 16:31:27,1692376287493,1,18/08/2023 17:31:27,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,137573.5,,,j,274,0,1,0,,,,,1,main task,P01.flac,
287,1692376288106,18/08/2023 16:31:28,1692376287993,1,18/08/2023 17:31:27,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,138073.30000000075,,,j,275,0,1,0,,,,,1,main task,P01.flac,
288,1692376288570,18/08/2023 16:31:28,1692376288465,1,18/08/2023 17:31:28,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,138545.40000000224,,,j,276,0,1,0,,,,,1,main task,P01.flac,
289,1692376289019,18/08/2023 16:31:29,1692376288959,1,18/08/2023 17:31:28,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,139039,,,j,277,0,1,0,,,,,1,main task,P01.flac,
290,1692376289539,18/08/2023 16:31:29,1692376289489,1,18/08/2023 17:31:29,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,139569.30000000075,,,j,278,0,1,0,,,,,1,main task,P01.flac,
291,1692376290098,18/08/2023 16:31:30,1692376289988,1,18/08/2023 17:31:29,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,140068.5,,,j,279,0,1,0,,,,,1,main task,P01.flac,
292,1692376290546,18/08/2023 16:31:30,1692376290468,1,18/08/2023 17:31:30,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,140548.70000000298,,,j,280,0,1,0,,,,,1,main task,P01.flac,
293,1692376291069,18/08/2023 16:31:31,1692376290984,1,18/08/2023 17:31:30,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,141063.80000000075,,,j,281,0,1,0,,,,,1,main task,P01.flac,
294,1692376291590,18/08/2023 16:31:31,1692376291500,1,18/08/2023 17:31:31,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,141580.6000000015,,,j,282,0,1,0,,,,,1,main task,P01.flac,
295,1692376292122,18/08/2023 16:31:32,1692376291996,1,18/08/2023 17:31:31,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,142075.90000000224,,,j,283,0,1,0,,,,,1,main task,P01.flac,
296,1692376292517,18/08/2023 16:31:32,1692376292467,1,18/08/2023 17:31:32,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,142546.90000000224,,,j,284,0,1,0,,,,,1,main task,P01.flac,
297,1692376293163,18/08/2023 16:31:33,1692376292962,1,18/08/2023 17:31:32,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,143042.70000000298,,,j,285,0,1,0,,,,,1,main task,P01.flac,
298,1692376293571,18/08/2023 16:31:33,1692376293481,1,18/08/2023 17:31:33,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,143561,,,j,286,0,1,0,,,,,1,main task,P01.flac,
299,1692376294024,18/08/2023 16:31:34,1692376293976,1,18/08/2023 17:31:33,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,144056.70000000298,,,j,287,0,1,0,,,,,1,main task,P01.flac,
300,1692376294609,18/08/2023 16:31:34,1692376294473,1,18/08/2023 17:31:34,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,144553.5,,,j,288,0,1,0,,,,,1,main task,P01.flac,
301,1692376295030,18/08/2023 16:31:35,1692376294974,1,18/08/2023 17:31:34,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,145053.90000000224,,,j,289,0,1,0,,,,,1,main task,P01.flac,
302,1692376295507,18/08/2023 16:31:35,1692376295458,1,18/08/2023 17:31:35,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,145538.20000000298,,,j,290,0,1,0,,,,,1,main task,P01.flac,
303,1692376296102,18/08/2023 16:31:36,1692376296004,1,18/08/2023 17:31:36,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,146084.40000000224,,,j,291,0,1,0,,,,,1,main task,P01.flac,
304,1692376296548,18/08/2023 16:31:36,1692376296465,1,18/08/2023 17:31:36,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,146545.1000000015,,,j,292,0,1,0,,,,,1,main task,P01.flac,
305,1692376297055,18/08/2023 16:31:37,1692376296979,1,18/08/2023 17:31:36,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,147059.30000000075,,,j,293,0,1,0,,,,,1,main task,P01.flac,
306,1692376297521,18/08/2023 16:31:37,1692376297473,1,18/08/2023 17:31:37,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,147553.1000000015,,,j,294,0,1,0,,,,,1,main task,P01.flac,
307,1692376298018,18/08/2023 16:31:38,1692376297969,1,18/08/2023 17:31:37,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,148049.70000000298,,,j,295,0,1,0,,,,,1,main task,P01.flac,
308,1692376298522,18/08/2023 16:31:38,1692376298464,1,18/08/2023 17:31:38,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,148544.70000000298,,,j,296,0,1,0,,,,,1,main task,P01.flac,
309,1692376299071,18/08/2023 16:31:39,1692376298996,1,18/08/2023 17:31:38,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,149076.20000000298,,,j,297,0,1,0,,,,,1,main task,P01.flac,
310,1692376299549,18/08/2023 16:31:39,1692376299465,1,18/08/2023 17:31:39,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,149545.5,,,j,298,0,1,0,,,,,1,main task,P01.flac,
311,1692376300058,18/08/2023 16:31:40,1692376299967,1,18/08/2023 17:31:39,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,150047.6000000015,,,j,299,0,1,0,,,,,1,main task,P01.flac,
312,1692376300537,18/08/2023 16:31:40,1692376300490,1,18/08/2023 17:31:40,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,150570.20000000298,,,j,300,0,1,0,,,,,1,main task,P01.flac,
313,1692376301029,18/08/2023 16:31:41,1692376300980,1,18/08/2023 17:31:40,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,151060.5,,,j,301,0,1,0,,,,,1,main task,P01.flac,
314,1692376301596,18/08/2023 16:31:41,1692376301481,1,18/08/2023 17:31:41,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,151561.1000000015,,,j,302,0,1,0,,,,,1,main task,P01.flac,
315,1692376302076,18/08/2023 16:31:42,1692376301951,1,18/08/2023 17:31:41,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,152031.1000000015,,,j,303,0,1,0,,,,,1,main task,P01.flac,
316,1692376302597,18/08/2023 16:31:42,1692376302472,1,18/08/2023 17:31:42,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,152552,,,j,304,0,1,0,,,,,1,main task,P01.flac,
317,1692376303032,18/08/2023 16:31:43,1692376302975,1,18/08/2023 17:31:42,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,153055.70000000298,,,j,305,0,1,0,,,,,1,main task,P01.flac,
318,1692376303648,18/08/2023 16:31:43,1692376303470,1,18/08/2023 17:31:43,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,153550.5,,,j,306,0,1,0,,,,,1,main task,P01.flac,
319,1692376304051,18/08/2023 16:31:44,1692376303955,1,18/08/2023 17:31:43,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,154034.90000000224,,,j,307,0,1,0,,,,,1,main task,P01.flac,
320,1692376304489,18/08/2023 16:31:44,1692376304443,1,18/08/2023 17:31:44,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,154523,,,j,308,0,1,0,,,,,1,main task,P01.flac,
321,1692376305281,18/08/2023 16:31:45,1692376304976,1,18/08/2023 17:31:44,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,155056.70000000298,,,j,309,0,1,0,,,,,1,main task,P01.flac,
322,1692376305516,18/08/2023 16:31:45,1692376305460,1,18/08/2023 17:31:45,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,155540.1000000015,,,j,310,0,1,0,,,,,1,main task,P01.flac,
323,1692376306022,18/08/2023 16:31:46,1692376305967,1,18/08/2023 17:31:45,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,156047.1000000015,,,j,311,0,1,0,,,,,1,main task,P01.flac,
324,1692376306500,18/08/2023 16:31:46,1692376306441,1,18/08/2023 17:31:46,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,156521.40000000224,,,j,312,0,1,0,,,,,1,main task,P01.flac,
325,1692376307057,18/08/2023 16:31:47,1692376306972,1,18/08/2023 17:31:46,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,157052.5,,,j,313,0,1,0,,,,,1,main task,P01.flac,
326,1692376307513,18/08/2023 16:31:47,1692376307443,1,18/08/2023 17:31:47,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,157523.1000000015,,,j,314,0,1,0,,,,,1,main task,P01.flac,
327,1692376307547,18/08/2023 16:31:47,1692376307481,1,18/08/2023 17:31:47,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,content,content_audio,157560.90000000224,,,,,0,1,0,,,,,1,main task,P01.flac,
328,1692376308438,18/08/2023 16:31:48,1692376308356,1,18/08/2023 17:31:48,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,2,Screen 1,advancementZone,continue_keyboard,870,,,,,0,1,0,,,,,1,main task,P01.flac,
329,1692376309291,18/08/2023 16:31:49,1692376309195,1,18/08/2023 17:31:49,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,3,1,1,break,advancementZone,continue_button,830.8999999985099,,,,,0,1,0,,,,,,break,,Well done! You have finished the task!
330,1692376309470,18/08/2023 16:31:49,1692376309198,1,18/08/2023 17:31:49,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,,,END TASK,,,,,175418,,,,,0,1,0,,,,,,,,
END OF FILE
